t_ns,t_s,utm_easting,utm_northing,altitude,hdop,latitude,longitude,zone,letter
1770478096876857945,226.846776983,331232.9880583071,4687769.919329513,20.8,0.8,42.32389,-71.04819333333333,19,T
1770478097879128646,227.84904768400003,331232.9880583071,4687769.919329513,20.9,0.8,42.32389,-71.04819333333333,19,T
1770478098876840202,228.84675924,331232.9880583071,4687769.919329513,21.0,0.8,42.32389,-71.04819333333333,19,T
1770478099878953838,229.848872876,331232.9880583071,4687769.919329513,21.0,0.8,42.32389,-71.04819333333333,19,T
1770478100876787039,230.84670607700002,331232.9836018255,4687769.734259707,21.1,0.8,42.323888333333336,-71.04819333333333,19,T
1770478101876462237,231.84638127500003,331233.1209373634,4687769.730952668,21.1,0.8,42.323888333333336,-71.04819166666667,19,T
1770478102876870017,232.84678905500002,331233.1209373634,4687769.730952668,21.2,0.8,42.323888333333336,-71.04819166666667,19,T
1770478103880294049,233.85021308700001,331233.1209373634,4687769.730952668,21.2,0.8,42.323888333333336,-71.04819166666667,19,T
1770478104882480378,234.85239941600003,331233.1209373634,4687769.730952668,21.2,0.8,42.323888333333336,-71.04819166666667,19,T
1770478105885240242,235.85515928,331233.1209373634,4687769.730952668,21.2,0.8,42.323888333333336,-71.04819166666667,19,T
1770478106882429784,236.852348822,331233.1209373634,4687769.730952668,21.2,0.8,42.323888333333336,-71.04819166666667,19,T
1770478107882121484,237.852040522,331233.1209373634,4687769.730952668,21.2,0.8,42.323888333333336,-71.04819166666667,19,T
1770478108882366443,238.85228548100002,331233.1209373634,4687769.730952668,21.2,0.8,42.323888333333336,-71.04819166666667,19,T
1770478109886374916,239.85629395400002,331233.1209373634,4687769.730952668,21.2,0.8,42.323888333333336,-71.04819166666667,19,T
1770478110877061867,240.846980905,331233.1209373634,4687769.730952668,21.2,0.8,42.323888333333336,-71.04819166666667,19,T
1770478111884905130,241.85482416800002,331233.1209373634,4687769.730952668,21.1,0.8,42.323888333333336,-71.04819166666667,19,T
1770478112876902873,242.846821911,331233.1209373634,4687769.730952668,21.1,0.8,42.323888333333336,-71.04819166666667,19,T
1770478113882348031,243.85226706900002,331233.1209373634,4687769.730952668,21.1,0.8,42.323888333333336,-71.04819166666667,19,T
1770478114882452499,244.852371537,331233.1209373634,4687769.730952668,21.1,0.8,42.323888333333336,-71.04819166666667,19,T
1770478115883494029,245.85341306700002,331233.1209373634,4687769.730952668,21.1,0.8,42.323888333333336,-71.04819166666667,19,T
1770478116882639176,246.85255821400003,331233.1209373634,4687769.730952668,21.1,0.8,42.323888333333336,-71.04819166666667,19,T
1770478117879679047,247.84959808500003,331233.1209373634,4687769.730952668,21.1,0.8,42.323888333333336,-71.04819166666667,19,T
1770478118876888974,248.84680801200003,331233.1209373634,4687769.730952668,21.1,0.8,42.323888333333336,-71.04819166666667,19,T
1770478119876745949,249.84666498700003,331233.1209373634,4687769.730952668,21.1,0.8,42.323888333333336,-71.04819166666667,19,T
